categoryId	displayName	displayPath	lineage	coverageTier	appCategory	includeForEmbedding	embeddingPriority	annotationStatus	notes
watering-can	浇水壶	绿植园艺 / 植物园艺 / 室内绿植与园艺工具 / 浇水壶	Garden & Outdoor / Plants & Garden Care / Indoor Plants & Garden Tools / Watering Cans	mvp	daily	pending	p1	pending	
potted-plant	盆栽	绿植园艺 / 植物园艺 / 室内绿植与园艺工具 / 盆栽	Garden & Outdoor / Plants & Garden Care / Indoor Plants & Garden Tools / Potted Plants	mvp	daily	pending	p1	pending	
flower-pot	花盆	绿植园艺 / 植物园艺 / 室内绿植与园艺工具 / 花盆	Garden & Outdoor / Plants & Garden Care / Indoor Plants & Garden Tools / Flower Pots	mvp	daily	pending	p1	pending	
plant-saucer	花盆托盘	绿植园艺 / 植物园艺 / 室内绿植与园艺工具 / 花盆托盘	Garden & Outdoor / Plants & Garden Care / Indoor Plants & Garden Tools / Plant Saucers	mvp	daily	pending	p1	pending	
fertilizer-bottle	营养液瓶	绿植园艺 / 植物园艺 / 室内绿植与园艺工具 / 营养液瓶	Garden & Outdoor / Plants & Garden Care / Indoor Plants & Garden Tools / Fertilizer Bottles	mvp	daily	pending	p1	pending	
pruning-scissors	修枝剪	绿植园艺 / 植物园艺 / 植物养护 / 修枝剪	Horticulture / Plant Care / Indoor Plant Care / Pruning Scissors	mvp	daily	pending	p2	pending	
orchid-pot	兰花盆栽	绿植园艺 / 植物园艺 / 植物养护 / 兰花盆栽	Horticulture / Plant Care / Indoor Plant Care / Orchid Pots	mvp	daily	pending	p2	pending	
spray-bottle-garden	园艺喷壶	绿植园艺 / 植物园艺 / 植物养护 / 园艺喷壶	Horticulture / Plant Care / Indoor Plant Care / Garden Spray Bottles	mvp	daily	pending	p2	pending	
garden-trowel	园艺铲	绿植园艺 / 植物园艺 / 植物养护 / 园艺铲	Horticulture / Plant Care / Indoor Plant Care / Garden Trowels	mvp	daily	pending	p2	pending	
succulent-pot	多肉盆栽	绿植园艺 / 植物园艺 / 植物养护 / 多肉盆栽	Horticulture / Plant Care / Indoor Plant Care / Succulent Pots	mvp	daily	pending	p2	pending	
plant-support-stick	植物支撑杆	绿植园艺 / 植物园艺 / 植物养护 / 植物支撑杆	Horticulture / Plant Care / Indoor Plant Care / Plant Support Sticks	mvp	daily	pending	p2	pending	
plant-pesticide-bottle	植物杀虫剂瓶	绿植园艺 / 植物园艺 / 植物养护 / 植物杀虫剂瓶	Horticulture / Plant Care / Indoor Plant Care / Plant Pesticide Bottles	mvp	daily	pending	p2	pending	
plant-nutrient-bottle	植物营养液瓶	绿植园艺 / 植物园艺 / 植物养护 / 植物营养液瓶	Horticulture / Plant Care / Indoor Plant Care / Plant Nutrient Bottles	mvp	daily	pending	p2	pending	
hydroponic-vase	水培瓶	绿植园艺 / 植物园艺 / 植物养护 / 水培瓶	Horticulture / Plant Care / Indoor Plant Care / Hydroponic Vases	mvp	daily	pending	p2	pending	
watering-hose	浇水软管	绿植园艺 / 植物园艺 / 植物养护 / 浇水软管	Horticulture / Plant Care / Indoor Plant Care / Watering Hoses	mvp	daily	pending	p2	pending	
perlite-bag	珍珠岩袋	绿植园艺 / 植物园艺 / 植物养护 / 珍珠岩袋	Horticulture / Plant Care / Indoor Plant Care / Perlite Bags	mvp	daily	pending	p2	pending	
seed-packet	种子包	绿植园艺 / 植物园艺 / 植物养护 / 种子包	Horticulture / Plant Care / Indoor Plant Care / Seed Packets	mvp	daily	pending	p2	pending	
green-plant-pot	绿植盆栽	绿植园艺 / 植物园艺 / 植物养护 / 绿植盆栽	Horticulture / Plant Care / Indoor Plant Care / Green Plant Pots	mvp	daily	pending	p2	pending	
plant-tray	育苗盘	绿植园艺 / 植物园艺 / 植物养护 / 育苗盘	Horticulture / Plant Care / Indoor Plant Care / Plant Trays	mvp	daily	pending	p2	pending	
potting-soil-bag	营养土袋	绿植园艺 / 植物园艺 / 植物养护 / 营养土袋	Horticulture / Plant Care / Indoor Plant Care / Potting Soil Bags	mvp	daily	pending	p2	pending	
health-scale	健康秤	药品与健康 / 健康护理 / 医疗保健补充 / 健康秤	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Health Scales	mvp	medicine	pending	p2	pending	
medical-pill-box	分药盒	药品与健康 / 健康护理 / 医疗保健补充 / 分药盒	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Medical Pill Boxes	mvp	medicine	pending	p2	pending	
heating-patch-pack	暖贴包	药品与健康 / 健康护理 / 医疗保健补充 / 暖贴包	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Heating Patch Packs	mvp	medicine	pending	p2	pending	
cough-drop-bag	润喉糖袋	药品与健康 / 健康护理 / 医疗保健补充 / 润喉糖袋	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Cough Drop Bags	mvp	medicine	pending	p2	pending	
electrolyte-tablet-tube	电解质片管	药品与健康 / 健康护理 / 医疗保健补充 / 电解质片管	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Electrolyte Tablet Tubes	mvp	medicine	pending	p2	pending	
eye-drop-bottle	眼药水瓶	药品与健康 / 健康护理 / 医疗保健补充 / 眼药水瓶	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Eye Drop Bottles	mvp	medicine	pending	p2	pending	
vitamin-gummy-bottle	维生素软糖瓶	药品与健康 / 健康护理 / 医疗保健补充 / 维生素软糖瓶	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Vitamin Gummy Bottles	mvp	medicine	pending	p2	pending	
plaster-patch-pack	膏药贴包	药品与健康 / 健康护理 / 医疗保健补充 / 膏药贴包	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Plaster Patch Packs	mvp	medicine	pending	p2	pending	
protein-powder-bucket	蛋白粉桶	药品与健康 / 健康护理 / 医疗保健补充 / 蛋白粉桶	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Protein Powder Buckets	mvp	medicine	pending	p2	pending	
nasal-spray-bottle	鼻喷剂瓶	药品与健康 / 健康护理 / 医疗保健补充 / 鼻喷剂瓶	Healthcare / Health Care Supplies / Additional Medical Wellness Supplies / Nasal Spray Bottles	mvp	medicine	pending	p2	pending	
thermometer	体温计	药品与健康 / 健康护理 / 药品与急救用品 / 体温计	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Thermometers	mvp	medicine	pending	p1	pending	
hand-sanitizer-bottle	免洗洗手液	药品与健康 / 健康护理 / 药品与急救用品 / 免洗洗手液	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Hand Sanitizer Bottles	mvp	medicine	pending	p1	pending	
ice-pack	冰袋	药品与健康 / 健康护理 / 药品与急救用品 / 冰袋	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Ice Packs	mvp	medicine	pending	p1	pending	
bandage-box	创可贴盒	药品与健康 / 健康护理 / 药品与急救用品 / 创可贴盒	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Bandage Boxes	mvp	medicine	pending	p1	pending	
medical-tape-roll	医用胶带	药品与健康 / 健康护理 / 药品与急救用品 / 医用胶带	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Medical Tape Rolls	mvp	medicine	pending	p1	pending	
face-mask-pack	口罩包	药品与健康 / 健康护理 / 药品与急救用品 / 口罩包	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Face Mask Packs	mvp	medicine	pending	p1	pending	
first-aid-kit	急救包	药品与健康 / 健康护理 / 药品与急救用品 / 急救包	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / First Aid Kits	mvp	medicine	pending	p1	pending	
disinfectant-wipes	消毒湿巾	药品与健康 / 健康护理 / 药品与急救用品 / 消毒湿巾	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Disinfectant Wipes	mvp	medicine	pending	p1	pending	
heating-pad	热敷垫	药品与健康 / 健康护理 / 药品与急救用品 / 热敷垫	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Heating Pads	mvp	medicine	pending	p1	pending	
gauze-pack	纱布包	药品与健康 / 健康护理 / 药品与急救用品 / 纱布包	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Gauze Packs	mvp	medicine	pending	p1	pending	
vitamin-bottle	维生素瓶	药品与健康 / 健康护理 / 药品与急救用品 / 维生素瓶	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Vitamin Bottles	mvp	medicine	pending	p1	pending	
medicine-syrup-bottle	药水瓶	药品与健康 / 健康护理 / 药品与急救用品 / 药水瓶	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Medicine Syrup Bottles	mvp	medicine	pending	p1	pending	
pill-bottle	药瓶	药品与健康 / 健康护理 / 药品与急救用品 / 药瓶	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Pill Bottles	mvp	medicine	pending	p1	pending	
medicine-box	药盒	药品与健康 / 健康护理 / 药品与急救用品 / 药盒	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Medicine Boxes	seed	medicine	pending	p0	pending	
blood-pressure-monitor	血压计	药品与健康 / 健康护理 / 药品与急救用品 / 血压计	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Blood Pressure Monitors	mvp	medicine	pending	p1	pending	
pulse-oximeter	血氧仪	药品与健康 / 健康护理 / 药品与急救用品 / 血氧仪	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Pulse Oximeters	mvp	medicine	pending	p1	pending	
glucose-meter	血糖仪	药品与健康 / 健康护理 / 药品与急救用品 / 血糖仪	Healthcare / Health Care Supplies / Medicine & First Aid Supplies / Blood Glucose Meters	mvp	medicine	pending	p1	pending	
adhesive-bandage-box	创可贴盒	药品与健康 / 健康护理 / 药品急救 / 创可贴盒	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Adhesive Bandage Boxes	mvp	medicine	pending	p2	pending	
medical-mask-box	医用口罩盒	药品与健康 / 健康护理 / 药品急救 / 医用口罩盒	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Medical Mask Boxes	mvp	medicine	pending	p2	pending	
medical-glove-box	医用手套盒	药品与健康 / 健康护理 / 药品急救 / 医用手套盒	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Medical Glove Boxes	mvp	medicine	pending	p2	pending	
medical-saline-bottle	生理盐水瓶	药品与健康 / 健康护理 / 药品急救 / 生理盐水瓶	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Medical Saline Bottles	mvp	medicine	pending	p2	pending	
thermometer-digital	电子体温计	药品与健康 / 健康护理 / 药品急救 / 电子体温计	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Digital Thermometers	mvp	medicine	pending	p2	pending	
iodine-swab-pack	碘伏棉签包	药品与健康 / 健康护理 / 药品急救 / 碘伏棉签包	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Iodine Swab Packs	mvp	medicine	pending	p2	pending	
bandage-roll	绷带卷	药品与健康 / 健康护理 / 药品急救 / 绷带卷	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Bandage Rolls	mvp	medicine	pending	p2	pending	
capsule-bottle	胶囊瓶	药品与健康 / 健康护理 / 药品急救 / 胶囊瓶	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Capsule Bottles	mvp	medicine	pending	p2	pending	
medicine-blister-pack	药品板装	药品与健康 / 健康护理 / 药品急救 / 药品板装	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Medicine Blister Packs	mvp	medicine	pending	p2	pending	
medicine-bottle	药瓶	药品与健康 / 健康护理 / 药品急救 / 药瓶	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Medicine Bottles	mvp	medicine	pending	p2	pending	
ointment-tube	药膏管	药品与健康 / 健康护理 / 药品急救 / 药膏管	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Ointment Tubes	mvp	medicine	pending	p2	pending	
cooling-gel-sheet-box	退热贴盒	药品与健康 / 健康护理 / 药品急救 / 退热贴盒	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Cooling Gel Sheet Boxes	mvp	medicine	pending	p2	pending	
alcohol-pad-box	酒精棉片盒	药品与健康 / 健康护理 / 药品急救 / 酒精棉片盒	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Alcohol Pad Boxes	mvp	medicine	pending	p2	pending	
nebulizer	雾化器	药品与健康 / 健康护理 / 药品急救 / 雾化器	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Nebulizers	mvp	medicine	pending	p2	pending	
forehead-thermometer	额温枪	药品与健康 / 健康护理 / 药品急救 / 额温枪	Healthcare / Health Care Supplies / First Aid and Medical Supplies / Forehead Thermometers	mvp	medicine	pending	p2	pending	
skirt	半身裙	衣物配饰 / 衣物与配件 / 日常服装 / 半身裙	Clothing / Garments / Everyday Garments / Skirts	mvp	daily	pending	p2	pending	
hoodie	卫衣	衣物配饰 / 衣物与配件 / 日常服装 / 卫衣	Clothing / Garments / Everyday Garments / Hoodies	mvp	daily	pending	p2	pending	
coat	大衣	衣物配饰 / 衣物与配件 / 日常服装 / 大衣	Clothing / Garments / Everyday Garments / Coats	mvp	daily	pending	p2	pending	
tote-bag	帆布包	衣物配饰 / 衣物与配件 / 日常服装 / 帆布包	Clothing / Garments / Everyday Garments / Tote Bags	mvp	daily	pending	p2	pending	
hat	帽子	衣物配饰 / 衣物与配件 / 日常服装 / 帽子	Clothing / Garments / Everyday Garments / Hats	mvp	daily	pending	p2	pending	
watch	手表	衣物配饰 / 衣物与配件 / 日常服装 / 手表	Clothing / Garments / Everyday Garments / Watches	mvp	daily	pending	p2	pending	
leggings	打底裤	衣物配饰 / 衣物与配件 / 日常服装 / 打底裤	Clothing / Garments / Everyday Garments / Leggings	mvp	daily	pending	p2	pending	
shorts	短裤	衣物配饰 / 衣物与配件 / 日常服装 / 短裤	Clothing / Garments / Everyday Garments / Shorts	mvp	daily	pending	p2	pending	
down-jacket	羽绒服	衣物配饰 / 衣物与配件 / 日常服装 / 羽绒服	Clothing / Garments / Everyday Garments / Down Jackets	mvp	daily	pending	p2	pending	
shirt	衬衫	衣物配饰 / 衣物与配件 / 日常服装 / 衬衫	Clothing / Garments / Everyday Garments / Shirts	mvp	daily	pending	p2	pending	
suit-jacket	西装外套	衣物配饰 / 衣物与配件 / 日常服装 / 西装外套	Clothing / Garments / Everyday Garments / Suit Jackets	mvp	daily	pending	p2	pending	
beanie	针织帽	衣物配饰 / 衣物与配件 / 日常服装 / 针织帽	Clothing / Garments / Everyday Garments / Beanies	mvp	daily	pending	p2	pending	
tie	领带	衣物配饰 / 衣物与配件 / 日常服装 / 领带	Clothing / Garments / Everyday Garments / Ties	mvp	daily	pending	p2	pending	
jewelry	首饰	衣物配饰 / 衣物与配件 / 日常服装 / 首饰	Clothing / Garments / Everyday Garments / Jewelry	mvp	daily	pending	p2	pending	
t-shirt	T恤	衣物配饰 / 衣物与配件 / 日常衣物配饰 / T恤	Apparel & Accessories / Clothing & Personal Accessories / Everyday Clothing & Accessories / T-Shirts	mvp	daily	pending	p1	pending	
scarf	围巾	衣物配饰 / 衣物与配件 / 日常衣物配饰 / 围巾	Apparel & Accessories / Clothing & Personal Accessories / Everyday Clothing & Accessories / Scarves	mvp	daily	pending	p1	pending	
cap	帽子	衣物配饰 / 衣物与配件 / 日常衣物配饰 / 帽子	Apparel & Accessories / Clothing & Personal Accessories / Everyday Clothing & Accessories / Caps	mvp	daily	pending	p1	pending	
handbag	手提包	衣物配饰 / 衣物与配件 / 日常衣物配饰 / 手提包	Apparel & Accessories / Clothing & Personal Accessories / Everyday Clothing & Accessories / Handbags	mvp	daily	pending	p1	pending	
glasses-case	眼镜盒	衣物配饰 / 衣物与配件 / 日常衣物配饰 / 眼镜盒	Apparel & Accessories / Clothing & Personal Accessories / Everyday Clothing & Accessories / Glasses Cases	mvp	daily	pending	p1	pending	
belt	腰带	衣物配饰 / 衣物与配件 / 日常衣物配饰 / 腰带	Apparel & Accessories / Clothing & Personal Accessories / Everyday Clothing & Accessories / Belts	mvp	daily	pending	p1	pending	
socks	袜子	衣物配饰 / 衣物与配件 / 日常衣物配饰 / 袜子	Apparel & Accessories / Clothing & Personal Accessories / Everyday Clothing & Accessories / Socks	mvp	daily	pending	p1	pending	
underwear	内衣	衣物配饰 / 衣物与配件 / 服装鞋帽与随身配饰 / 内衣	Clothing / Apparel & Accessories / Garments, Footwear & Personal Accessories / Underwear	mvp	daily	pending	p1	pending	
